,code,name,17ReportX,16ReportX,2007net,2008net,16net,17net,2007roe,2008roe,16roe,17roe
1153,2049,紫光国芯,9.04,11.0,3095.01,3054.79,33610.64,27988.72,9.34,7.97,11.09,8.39
1154,2050,三花智控,9.46,3.84,13066.97,25809.69,99094.72,123595.21,11.57,23.34,17.79,19.12
1155,2051,中工国际,13.32,8.89,11144.68,14399.2,127960.73,148407.04,12.38,14.96,19.55,19.24
1156,2053,云南能投,1.57,-4.7,10321.63,-5747.01,27012.68,16212.8,10.09,-5.67,12.95,7.04
1157,2055,得润电子,4.85,1.46,3601.46,2647.51,3867.56,17475.58,13.47,9.1,2.17,8.83
1158,2056,横店东磁,3.26,2.95,17744.97,14946.49,44118.38,57804.29,13.63,6.8,11.81,13.59
1159,2057,中钢天源,11.67,-5.54,1163.21,-1273.58,7061.81,13571.68,4.79,-5.27,8.58,11.49
1160,2058,威尔泰,0.26,0.61,1078.72,856.33,524.34,281.64,6.7,5.13,2.83,1.5
1161,2059,云南旅游,2.06,2.39,3466.35,2700.06,6449.49,7154.52,5.94,4.85,3.8,4.71
1162,2060,粤水电,2.05,1.74,7723.14,7742.15,13465.12,15810.26,8.71,7.22,5.05,5.65
1163,2061,浙江交科,15.35,-8.71,7208.8,-5384.94,46897.97,110680.66,13.62,-11.89,14.09,26.4
1164,2062,宏润建设,1.76,0.94,15490.3,24764.06,23299.46,27195.23,17.12,23.17,9.53,10.33
1165,2064,华峰氨纶,1.01,-1.86,38046.24,16363.72,-30380.88,38549.56,38.78,13.29,-9.53,12.02
1166,2065,东华软件,7.01,5.06,9474.73,17769.66,89964.72,66379.96,15.73,18.5,10.13,7.49
1167,2066,瑞泰科技,0.63,0.73,2403.15,3460.53,2523.84,1517.46,11.33,14.51,6.6,3.77
1168,2068,黑猫股份,6.52,32.62,7377.85,288.61,9413.41,48077.85,15.62,0.57,4.68,18.9
1169,2073,软控股份,0.64,-3.44,14332.83,22407.48,-77139.42,9205.22,15.06,21.12,-18.74,2.01
1170,2075,沙钢股份,-3.94,-0.43,-17875.07,-51201.45,21999.55,70480.16,-33.23,0.0,8.72,23.01
1171,2076,雪莱特,1.11,2.98,5052.1,1357.15,4050.39,5587.02,14.84,3.68,4.11,5.39
1172,2077,大港股份,0.46,18.49,7390.08,225.0,4159.49,3363.1,11.16,0.33,1.41,0.87
1173,2079,苏州固锝,3.91,6.75,2677.39,1679.48,11340.97,10469.7,5.93,3.63,8.06,7.02
1174,2080,中材科技,10.22,4.27,7506.72,9409.02,40140.33,76728.37,11.84,13.85,5.55,9.23
1175,2082,万邦德,1.54,0.94,6361.39,7404.74,6973.56,9821.34,16.67,12.03,5.16,7.03
1176,2083,孚日股份,2.97,3.07,13798.78,12300.09,37816.2,41020.32,11.81,4.95,12.13,12.63
1177,2084,海鸥住工,0.97,1.77,9486.32,4798.04,8497.55,9195.89,14.69,6.83,7.43,7.24
1178,2085,万丰奥威,14.15,44.47,6363.84,2154.3,95796.14,90056.33,8.07,2.68,20.53,15.96
1179,2086,东方海洋,3.24,1.67,3832.89,4588.09,7661.71,12405.41,9.3,5.24,2.71,4.25
1180,2087,新野纺织,4.24,5.37,6885.7,3864.04,20745.52,29217.84,6.99,3.71,8.34,9.43
1181,2088,鲁阳节能,1.61,0.71,13260.62,14701.85,10466.82,21375.13,22.42,20.39,6.37,12.02
1182,2089,新海宜,-4.44,0.88,2597.9,3124.07,2738.77,-11531.16,8.24,9.08,1.45,-6.35
1183,2090,金智科技,3.16,2.22,4856.32,4928.04,10918.75,15348.34,12.39,11.87,9.72,12.62
1184,2092,中泰化学,10.47,15.92,22936.71,11582.04,184347.44,240231.6,17.01,5.06,14.74,14.54
1185,2096,南岭民爆,0.7,0.79,3890.28,4284.85,3385.11,2704.51,14.04,15.73,1.49,1.32
1186,2097,山河智能,1.1,1.29,14736.3,5187.41,6692.1,16227.53,24.81,4.58,2.89,5.34
1187,2098,浔兴股份,1.84,5.66,6481.78,2094.39,11849.59,11899.34,12.51,3.91,10.94,10.15
1188,2099,海翔药业,11.02,8.79,3105.09,2559.73,22501.83,34221.72,5.9,4.75,5.79,6.9
1189,2100,天康生物,8.42,5.58,4834.28,7032.1,39254.14,40714.98,13.15,14.8,15.82,14.66
1190,2101,广东鸿图,8.49,5.74,3433.16,2894.38,16608.65,29134.15,10.37,8.09,8.8,8.15
1191,2102,冠福股份,11.93,42.67,2367.66,575.06,24540.11,28255.41,6.11,1.57,8.17,5.55
1192,2103,广博股份,1.45,1.79,7699.14,6685.7,11949.7,11181.29,13.57,10.66,7.22,6.45
1193,2105,信隆健康,1.7,1.06,2688.4,2701.62,2855.17,4579.1,5.57,5.59,6.1,9.61
1194,2106,莱宝高科,0.61,1.0,22918.09,21274.2,21177.35,14090.45,16.07,13.87,5.95,3.82
1195,2108,沧州明珠,19.02,11.2,2867.55,4351.43,48731.95,54528.0,8.01,13.72,24.1,18.58
1196,2109,兴化股份,2.14,0.17,9667.86,16608.97,2808.24,20641.3,12.98,18.96,0.73,6.39
1197,2110,三钢闽光,8.04,26.59,49644.02,3484.08,92653.47,398972.53,20.12,1.32,21.68,43.69
1198,2111,威海广泰,2.14,2.58,5285.69,6537.46,16853.96,11325.98,17.29,17.91,7.54,4.26
1199,2113,天润数娱,0.23,11.81,2333.87,458.19,5411.31,538.69,5.76,1.23,8.28,0.49
1200,2114,罗平锌电,0.55,-1.58,10037.83,-5259.67,8291.35,5528.97,21.59,-10.42,9.66,3.25
1201,2115,三维通信,1.13,0.49,4191.37,5653.53,2760.05,4727.48,14.76,16.43,2.97,5.04
1202,2116,中国海诚,4.37,2.37,4587.3,5662.56,13427.28,20069.38,13.22,13.75,11.91,16.2
1203,2117,东港股份,4.14,3.7,5606.76,5916.44,21914.37,23210.56,11.25,11.74,15.11,15.95
1204,2118,紫鑫药业,7.75,3.06,4794.85,5333.97,16316.64,37157.74,28.69,15.24,5.2,9.46
1205,2119,康强电子,1.18,6.83,5407.26,638.58,4361.79,6400.27,11.27,1.14,6.47,8.96
1206,2121,科陆电子,6.75,4.89,6790.94,5557.7,27179.54,45866.18,22.74,13.7,11.01,10.96
1207,2125,湘潭电化,26.99,-0.5,174.77,-4407.14,2224.07,4717.15,0.69,-16.96,2.13,4.38
1208,2126,银轮股份,9.11,5.9,3415.11,4354.05,25672.92,31098.17,10.13,9.26,11.9,11.02
1209,2127,南极电商,10.23,10.81,5221.67,2784.9,30114.47,53429.16,13.97,5.65,21.76,27.26
1210,2128,露天煤业,3.64,1.29,48149.07,63793.07,82395.24,175461.47,28.57,31.22,9.0,17.43
1211,2129,中环股份,5.67,2.84,10306.82,14164.51,40200.63,58454.08,12.34,10.79,3.87,5.39
1212,2134,天津普林,0.24,-5.6,5926.92,1764.1,-9882.79,1419.06,11.76,2.49,-20.89,3.29
1213,2135,东南网架,2.01,1.74,5145.08,2830.8,4912.46,10358.33,7.47,3.11,2.04,3.68
1214,2136,安纳达,13.01,-0.81,1258.98,-5249.16,4251.11,16376.92,7.51,-25.09,8.82,27.98
1215,2137,麦达数字,1.22,4.44,6171.79,3377.15,14998.77,7532.73,19.21,6.69,10.1,4.55
1216,2138,顺络电子,6.13,8.51,5570.24,4221.86,35913.15,34127.4,18.45,8.79,14.35,10.64
1217,2139,拓邦股份,10.12,3.92,2075.84,3680.27,14429.37,21001.93,11.43,12.39,9.74,11.5
1218,2140,东华科技,-0.91,0.91,6900.3,9014.7,8180.02,-6313.58,19.16,14.64,4.07,-3.16
1219,2141,贤丰控股,0.37,6.21,2449.16,135.8,843.42,915.72,12.36,0.45,0.87,0.7
1220,2142,宁波银行,9.81,5.86,95107.28,133173.7,781041.7,933357.2,18.15,15.91,17.74,19.02
1221,2144,宏达高科,4.61,14.52,2092.99,694.31,10081.22,9654.76,10.21,2.38,5.94,5.7
1222,2145,中核钛白,22.27,-0.31,1744.85,-26793.81,8409.07,38854.9,3.51,-48.44,3.29,13.98
1223,2146,荣盛发展,20.25,11.19,28442.13,37069.8,414809.31,576077.0,27.64,19.35,18.74,22.44
1224,2148,北纬科技,4.07,2.29,3189.53,3449.2,7883.05,12966.22,16.5,9.62,7.51,11.42
1225,2149,西部材料,1.91,0.73,2833.47,2911.97,2122.11,5407.48,15.1,8.63,1.83,3.11
1226,2151,北斗星通,2.79,1.13,3760.83,4584.92,5168.3,10491.17,28.11,17.04,1.49,2.43
1227,2152,广电运通,3.88,2.55,23156.98,33154.88,84397.21,89948.5,43.78,28.19,11.82,10.29
1228,2153,石基信息,4.14,2.73,10126.12,14221.8,38879.03,41902.87,35.48,25.95,8.09,8.64
1229,2154,报喜鸟,0.31,-3.15,8293.02,12290.5,-38669.71,2592.88,27.07,20.75,-14.9,1.06
1230,2155,湖南黄金,2.14,2.03,14149.92,6981.84,14190.0,30222.07,14.79,3.92,3.9,6.82
1231,2157,正邦科技,16.61,31.54,3165.01,3316.42,104595.56,52574.65,15.54,9.1,28.58,8.63
1232,2158,汉钟精机,4.22,3.42,5372.49,6057.51,20700.19,22693.01,19.54,11.77,10.32,10.63
1233,2159,三特索道,0.26,-4.77,2143.82,1130.89,-5394.03,550.14,7.81,2.89,-6.11,0.67
1234,2160,常铝股份,4.26,26.91,4009.87,582.09,15666.78,17062.95,9.25,0.94,5.31,5.24
1235,2162,悦心健康,0.35,0.54,5800.98,3159.36,1702.63,2017.23,10.48,3.62,2.06,2.35
1236,2163,中航三鑫,-0.21,0.12,4457.84,4384.69,546.04,-914.27,13.6,8.32,0.75,-1.27
1237,2166,莱茵生物,9.79,26.86,2103.93,259.32,6966.34,20593.97,17.25,1.64,8.54,21.71
1238,2168,深圳惠程,-2.81,1.65,3826.4,4614.03,7591.25,-10760.76,13.78,9.62,6.09,-7.97
1239,2171,楚江新材,5.92,-4.39,6090.58,-4270.73,18740.15,36062.83,21.37,-7.33,10.69,10.88
1240,2172,澳洋科技,0.71,-0.93,21693.75,-27886.29,25924.22,15465.86,39.92,-29.6,21.84,12.2
1241,2173,创新医疗,3.97,3.07,3542.91,3735.94,11471.35,14074.31,20.63,11.06,3.56,3.92
1242,2174,游族网络,28.6,66.64,2293.69,882.23,58787.99,65589.05,18.08,4.12,24.12,21.12
1243,2176,江特电机,8.86,8.0,3176.0,2466.44,19729.7,28130.44,17.7,7.24,5.88,7.24
1244,2178,延华智能,1.02,3.4,2478.67,1307.92,4446.38,2520.32,17.67,4.79,3.89,2.17
1245,2179,中航光电,8.32,6.56,9923.79,11191.58,73376.59,82535.08,22.03,11.71,19.57,18.41
1246,2181,粤传媒,1.02,192.83,7123.88,98.29,18953.67,7255.12,8.58,0.08,5.14,1.88
1247,2182,云海金属,2.59,4.07,5967.25,4161.45,16930.22,15482.19,14.79,4.84,13.24,10.43
1248,2183,怡亚通,7.29,3.45,8159.89,15039.55,51875.25,59523.62,20.69,12.98,9.99,10.38
1249,2184,海得控制,0.28,0.28,5201.72,4869.6,1342.69,1452.89,24.87,9.06,1.37,1.31
1250,2185,华天科技,6.12,5.7,8089.9,6853.85,39092.07,49517.0,23.32,8.5,8.19,9.67
1251,2186,全聚德,2.11,1.85,6432.0,7565.13,13958.98,13599.6,19.27,11.13,9.97,9.27
1252,2187,广百股份,1.58,0.97,10974.21,16220.12,15765.42,17387.25,29.45,16.46,6.2,6.7
1253,2189,利达光电,0.64,0.6,3376.7,2881.97,1732.2,2175.51,14.45,6.25,3.27,3.99
1254,2191,劲嘉股份,3.47,2.55,16554.42,22416.68,57072.14,57441.12,26.23,12.25,13.3,11.63
1255,2192,融捷股份,1.28,0.36,2824.4,1488.92,530.54,3618.1,33.8,6.94,0.73,4.81
1256,2193,如意集团,1.61,1.03,4393.93,4647.71,4783.27,7093.31,14.24,8.11,3.62,2.83
1257,2195,二三四五,35.78,21.78,2648.01,2916.01,63496.56,94754.54,30.04,12.0,10.22,13.35
1258,2196,方正电机,4.29,6.96,3086.36,1700.65,11829.02,13229.59,25.15,6.55,5.17,5.5
1259,2197,证通电子,0.99,0.83,4337.49,6586.13,5439.56,4309.56,43.31,17.63,3.18,1.57
1260,2198,嘉应制药,-8.79,4.02,2441.93,1372.11,5517.2,-21476.17,25.75,6.25,5.76,-24.62
1261,2199,东晶电子,0.06,0.75,2373.77,2145.72,1619.67,149.0,23.3,9.36,3.59,0.32
1262,2202,金风科技,4.85,3.31,62959.91,90640.74,300298.2,305465.69,74.98,27.72,16.87,15.04
1263,2205,国统股份,0.52,0.25,3037.63,5228.3,1332.86,1590.3,23.78,17.99,1.47,1.72
1264,2206,海利得,3.82,2.76,8209.28,9231.68,25510.96,31376.23,26.94,12.04,10.49,11.21
1265,2208,合肥城建,1.75,1.31,7565.08,8322.92,10875.94,13276.56,25.05,12.18,6.83,7.87
1266,2211,宏达新材,0.24,0.25,8534.93,4358.11,1103.87,2042.69,34.41,5.01,1.43,2.6
1267,2213,特尔佳,0.42,0.32,2391.73,2478.93,798.28,1012.77,25.72,11.72,2.26,2.8
1268,2214,大立科技,0.8,0.85,3783.72,3914.49,3310.87,3016.06,28.33,12.83,3.43,3.06
1269,2216,三全食品,1.0,0.5,7172.24,7956.82,3947.23,7201.92,27.74,10.17,2.06,3.69
1270,2217,合力泰,17.84,5.86,6609.91,14914.75,87379.46,117948.34,35.97,27.31,14.64,12.21
1271,2218,拓日新能,2.35,1.76,6933.31,7304.24,12871.21,16316.39,42.31,12.75,4.85,5.89
1272,2220,天宝食品,2.81,2.68,4769.41,6761.34,18153.38,13380.57,35.3,15.15,7.19,4.96
1273,2222,福晶科技,2.25,1.38,6062.33,5102.74,7032.99,13658.6,30.46,10.77,10.86,18.97
1274,2223,鱼跃医疗,15.63,8.08,3787.27,6183.22,49982.17,59202.94,30.88,19.98,14.31,11.37
1275,2224,三力士,6.48,11.43,2480.67,1975.51,22582.89,16079.28,19.3,7.68,15.01,9.86
1276,2225,濮耐股份,0.26,-1.75,8530.89,10576.56,-18494.73,2218.85,23.04,16.76,-7.45,0.93
1277,2227,奥特迅,0.27,0.19,5547.9,4758.3,911.55,1484.01,41.7,11.43,1.16,1.85
1278,2228,合兴包装,4.39,2.02,3509.17,5105.78,10293.65,15390.37,31.04,17.11,6.44,8.93
1279,2229,鸿博股份,0.23,0.31,4757.14,4090.7,1268.01,1076.02,32.38,12.03,1.12,0.65
1280,2230,科大讯飞,8.13,6.93,5349.83,6987.27,48443.04,43467.6,36.8,17.59,7.5,5.74
1281,2231,奥维通信,0.27,0.36,3503.49,2001.76,724.91,955.62,27.54,7.14,1.1,1.4
1282,2232,启明信息,1.14,0.69,4684.09,6616.34,4571.71,5317.93,32.0,17.69,4.43,5.03
1283,2233,塔牌集团,5.01,2.34,14385.26,19447.55,45423.02,72097.7,24.31,14.91,10.1,13.36
1284,2235,安妮股份,-8.0,0.34,4562.91,3462.24,1165.95,-36507.18,36.62,16.44,1.48,-16.63
1285,2236,大华股份,26.48,17.53,8984.65,10412.69,182519.94,237872.68,46.05,19.4,24.8,25.47
1286,2237,恒邦股份,3.45,1.09,10468.94,18736.86,20331.51,36095.63,41.12,23.75,5.39,9.02
1287,2238,天威视讯,3.31,4.03,7127.34,7572.3,30509.39,23557.5,10.23,7.85,11.72,8.68
1288,2240,威华股份,0.16,0.35,16879.18,6751.27,2340.58,2626.16,35.75,5.47,1.68,1.84
1289,2241,歌尔股份,27.76,13.47,7707.28,12262.33,165149.66,213922.62,49.84,23.19,16.3,16.58
1290,2242,九阳股份,2.2,1.3,31335.54,53805.18,69772.68,68891.87,68.22,37.53,21.36,18.4
1291,2243,通产丽星,0.96,0.55,4405.19,4735.38,2627.85,4224.33,29.31,14.22,1.8,2.85
1292,2244,滨江集团,3.75,2.31,45577.68,60426.74,139880.7,171141.46,54.45,28.75,12.21,12.64
1293,2245,澳洋顺昌,9.95,9.58,3562.71,2145.54,20562.14,35441.81,33.63,7.94,11.61,16.27
1294,2246,北化股份,2.07,5.38,5250.61,2560.93,13782.49,10848.09,21.47,6.34,7.83,5.77
1295,2248,华东数控,0.89,-4.59,4154.16,5071.96,-23299.27,3713.73,28.0,14.42,-30.79,5.62
1296,2249,大洋电机,2.86,3.61,14631.21,14128.42,50935.01,41775.1,83.33,20.15,6.66,4.74
1297,2250,联化科技,3.46,3.53,5824.97,7473.57,26385.21,20134.12,26.12,16.92,6.25,3.68
1298,2251,步步高,1.18,0.81,12366.22,16282.79,13270.47,14645.33,38.89,18.16,2.64,2.37
1299,2253,川大智胜,1.74,1.29,2615.87,3015.11,3889.1,4544.48,18.21,11.07,3.04,3.52
1300,2254,泰和新材,0.29,0.32,34986.58,18190.14,5883.82,10006.78,45.93,14.3,2.99,4.89
1301,2255,海陆重工,1.7,1.01,5703.97,7465.8,7535.26,9710.44,45.0,22.3,3.3,4.11
1302,2256,兆新股份,3.83,3.2,4005.71,3626.96,11593.49,15358.45,47.04,14.63,7.57,6.86
1303,2258,利尔化学,3.76,2.41,10702.24,8658.73,20834.73,40196.73,58.45,17.13,10.98,18.11
1304,2262,恩华药业,14.8,7.61,2665.57,4069.94,30974.3,39463.43,20.67,17.8,15.88,17.38
1305,2264,新华都,-0.72,0.84,7301.73,6446.74,5438.36,-5244.34,51.35,20.79,3.37,-3.14
1306,2265,西仪股份,0.66,0.21,2976.12,3273.63,701.26,1967.92,11.24,8.7,1.45,2.05
1307,2267,陕天然气,1.54,1.72,25664.82,29532.91,50853.57,39542.91,41.89,24.05,10.11,7.27
1308,2270,华明装备,5.8,4.2,5285.01,5640.56,23704.88,30645.97,33.33,20.28,13.39,15.14
1309,2271,东方雨虹,34.48,23.31,3592.88,4412.39,102870.97,123883.68,28.26,18.7,23.17,21.91
1310,2272,川润股份,0.15,0.29,4364.47,5027.98,1454.82,643.89,33.0,23.04,1.25,0.55
1311,2273,水晶光电,8.21,5.33,4335.05,4761.8,25366.9,35602.15,55.98,26.15,9.1,11.68
1312,2274,华昌化工,0.35,0.15,16258.6,20213.22,3060.3,5731.49,27.42,15.5,1.11,2.12
1313,2275,桂林三金,1.86,1.44,24917.77,27372.66,39366.0,46440.23,39.19,31.92,16.33,18.43
1314,2276,万马股份,1.7,2.89,6753.15,7449.39,21521.82,11495.17,24.33,21.37,7.16,3.26
1315,2278,神开股份,0.14,-1.19,7648.0,9162.18,-10917.09,1062.38,43.27,36.04,-9.75,0.99
1316,2279,久其软件,7.37,4.5,4166.19,4857.81,21860.97,30694.34,37.41,31.04,10.6,12.86
1317,2280,联络互动,2.03,9.79,3217.33,3611.88,35363.09,6523.42,37.46,31.86,5.52,1.05
1318,2282,博深工具,0.94,0.23,5410.7,5530.6,1248.45,5107.93,28.84,23.63,1.59,5.69
1319,2283,天润曲轴,3.6,1.92,9299.9,10129.0,19429.68,33513.34,21.7,19.21,5.62,8.98
1320,2285,世联行,12.44,11.26,8067.9,6636.72,74721.52,100388.35,67.33,34.95,19.47,21.85
1321,2286,保龄宝,1.49,1.1,3329.63,4477.72,4934.27,4962.19,22.96,20.76,3.32,3.27
1322,2287,奇正藏药,2.6,2.13,11584.04,13579.53,28986.16,30084.24,24.76,29.32,17.47,16.78
1323,2289,宇顺电子,-3.38,0.82,3767.08,3629.43,2985.5,-12745.41,52.7,25.82,5.1,-23.83
1324,2294,信立泰,19.85,11.94,7313.77,11694.18,139641.42,145188.73,61.96,57.2,28.68,25.94
1325,2295,精艺股份,1.05,0.17,5598.56,5461.72,918.43,5883.16,33.38,19.05,0.87,5.35
1326,2296,辉煌科技,-4.57,1.95,3322.25,4359.05,8507.01,-15174.28,30.63,31.31,5.72,-10.36
1327,2297,博云新材,-2.24,0.25,2789.54,2524.98,629.17,-6238.86,14.72,10.89,0.45,-4.0
1328,2298,中电鑫龙,7.19,5.61,2395.42,2778.5,15579.78,17221.5,17.83,17.31,4.7,4.07
1329,2299,圣农发展,1.88,4.21,16733.41,18134.28,76278.96,31509.67,33.85,31.15,12.94,4.79
1330,2300,太阳电缆,1.45,2.87,7021.35,5417.97,15533.08,10184.12,33.47,17.94,11.85,7.61
1331,2301,齐心集团,2.62,1.78,5338.67,5883.65,10489.14,14007.18,29.4,21.6,8.88,6.4
1332,2302,西部建设,-2.05,4.87,6386.46,6488.87,31630.98,-13103.62,20.57,19.9,7.64,2.46
1333,2303,美盈森,4.91,2.19,7092.18,10197.63,22339.71,34818.63,50.74,45.08,8.26,8.45
1334,2305,南国置业,0.42,0.27,13613.79,16095.68,4328.14,5737.44,35.29,28.77,1.08,1.27
1335,2306,*ST云网,-0.31,-0.85,5851.4,6379.63,-5407.84,-1833.05,44.16,26.97,-701.35,-44.43
1336,2307,北新路桥,1.22,0.98,4139.33,4114.68,4020.91,5059.81,20.59,16.98,2.48,2.81
1337,2308,威创股份,1.39,1.62,13656.28,11249.69,18223.35,18990.53,83.08,48.8,8.08,7.31
1338,2309,中利集团,2.21,0.5,13828.45,14956.93,7425.16,30553.74,51.79,36.8,1.48,5.25
1339,2310,东方园林,56.81,21.88,3833.57,5919.83,129535.06,217792.17,37.43,38.37,18.13,21.29
1340,2311,海大集团,11.66,6.55,10349.17,13064.26,85581.02,120722.52,34.25,34.25,16.17,20.01
1341,2312,*ST三泰,8.97,-36.11,3372.26,3611.11,-130383.54,30239.62,39.35,26.15,-34.64,9.26
1342,2313,日海通讯,3.08,1.9,3308.92,3551.31,6746.58,10202.08,24.51,20.55,3.45,5.11
1343,2314,南山控股,4.36,3.42,14731.3,15424.11,52699.71,64185.7,36.65,29.18,8.75,11.1
1344,2315,焦点科技,1.14,1.48,6416.78,7524.84,11104.59,7315.42,100.23,47.54,5.8,3.92
1345,2316,键桥通讯,-0.58,0.07,4203.93,3802.14,254.15,-2434.82,29.28,20.71,0.3,-2.88
1346,2317,众生药业,9.94,5.57,4226.61,7438.41,41436.9,42012.11,28.72,52.96,16.2,11.87
1347,2318,久立特材,1.66,2.07,8047.13,8123.7,16776.67,13382.42,33.26,25.07,6.62,5.02
1348,2320,海峡股份,2.36,1.08,9653.96,12854.69,13829.83,22779.03,36.42,39.92,5.1,6.57
1349,2321,华英农业,0.72,1.95,8546.61,4679.83,9147.05,6126.39,45.47,18.86,3.99,2.51
1350,2322,理工环科,5.36,3.22,5202.67,4723.9,15192.77,27911.79,62.74,35.9,5.21,9.17
1351,2324,普利特,4.89,7.14,3565.86,3891.1,27794.21,17423.21,35.22,26.42,14.16,7.92
1352,2326,永太科技,4.43,6.4,4114.91,4328.4,27701.89,18223.61,34.09,26.34,14.02,7.15
1353,2327,富安娜,8.46,6.68,5836.36,6574.9,43902.07,49346.7,41.31,34.68,15.74,17.05
1354,2328,新朋股份,0.85,0.84,10854.2,11389.34,9540.76,9206.09,32.81,25.89,4.17,3.9
1355,2330,得利斯,0.1,0.13,7245.53,6718.71,903.17,742.35,22.98,22.08,0.75,0.56
1356,2331,皖通科技,4.32,2.93,1915.21,2626.73,7687.27,8271.76,43.67,39.46,6.1,6.26
1357,2334,英威腾,6.96,1.67,3244.32,4070.98,6806.73,22585.5,61.62,41.52,3.9,12.94
1358,2335,科华恒盛,17.69,4.17,2409.61,4114.55,17156.71,42620.81,24.71,29.08,7.02,13.1
1359,2336,人人乐,-2.46,0.26,21928.55,23126.54,6048.06,-53841.16,49.55,36.4,2.66,-26.42
1360,2337,赛象科技,0.08,0.14,17321.05,8948.21,1291.05,1449.57,116.44,40.35,1.07,1.2
1361,2338,奥普光电,1.31,1.49,2930.54,3523.17,5262.04,3846.83,26.67,26.46,7.1,5.02
1362,2339,积成电子,2.45,2.15,2924.92,3673.25,7898.45,7152.89,20.67,19.59,5.27,4.47
1363,2341,新纶科技,5.36,1.62,3219.92,3104.92,5014.69,17253.05,50.5,27.95,3.42,5.18
1364,2342,巨力索具,-0.11,0.12,16143.05,17324.38,2063.36,-1716.18,28.99,24.57,0.85,-0.72
1365,2344,海宁皮城,3.72,6.5,8089.8,8462.89,54998.82,30126.23,47.69,21.26,10.45,4.18
1366,2346,柘中股份,5.13,0.43,5057.04,4741.46,2016.19,25925.58,39.88,30.95,1.29,13.81
1367,2349,精华制药,6.85,6.31,2559.34,2616.32,16502.97,17532.0,32.15,24.93,7.89,7.99
1368,2350,北京科锐,1.74,1.31,4155.28,5849.24,7646.22,7218.97,18.68,24.26,6.81,6.14
1369,2352,顺丰控股,133.54,100.53,3572.49,4158.42,418042.62,477068.97,78.02,39.35,22.46,18.43
1370,2353,杰瑞股份,1.66,1.37,4073.75,8788.24,12067.41,6778.96,51.37,58.27,1.54,0.86
1371,2354,天神娱乐,35.54,17.34,2869.02,3152.71,54673.41,101967.62,34.02,27.55,10.24,13.62
1372,2357,富临运业,2.83,3.28,3640.74,2887.81,9485.58,10319.42,35.89,23.75,9.56,9.79
1373,2358,森源电气,13.44,6.59,3324.3,5018.61,33055.74,44672.48,28.03,31.22,10.88,9.49
1374,2359,北讯集团,7.27,-1.42,2992.96,3413.29,-4841.51,21763.13,37.46,27.62,-5.28,5.04
1375,2360,同德化工,3.47,3.1,2768.51,2668.4,8273.91,9612.92,31.9,20.37,8.37,9.42
1376,2361,神剑股份,5.23,5.61,2377.2,3010.93,16891.43,12443.6,44.21,30.19,9.49,6.46
1377,2362,汉王科技,1.58,0.71,2733.1,2992.7,2131.92,4325.49,22.51,20.72,2.83,5.47
1378,2363,隆基机械,1.09,1.13,5153.53,5315.61,6015.6,5607.41,19.8,26.98,3.42,2.94
1379,2364,中恒电气,2.13,4.96,3000.58,3192.47,15828.18,6377.43,28.61,24.24,9.95,2.74
1380,2365,永安药业,1.93,0.61,6894.94,10258.38,6229.7,13315.07,45.33,42.25,5.43,9.92
1381,2367,康力电梯,7.85,8.44,4155.9,5024.87,42406.83,32616.1,22.46,21.81,15.1,8.96
1382,2368,太极股份,5.12,5.97,5700.82,5048.51,30164.21,29194.06,47.0,33.0,11.77,11.59
1383,2369,卓翼科技,0.57,0.55,3601.03,3047.63,1682.0,2049.07,40.96,26.29,1.25,1.03
1384,2370,亚太药业,5.17,3.01,3908.73,4161.0,12529.06,20215.21,26.35,23.34,10.82,8.91
1385,2371,北方华创,3.48,2.37,3611.16,3916.84,9290.16,12561.02,18.72,17.72,3.6,3.87
1386,2372,伟星新材,9.39,7.05,8748.73,9513.2,67070.35,82128.57,29.35,34.5,26.15,28.19
1387,2374,丽鹏股份,3.95,5.98,2277.93,2602.89,15559.19,9005.78,25.52,19.4,6.51,2.86
1388,2376,新北洋,6.02,3.76,4755.08,6036.2,22712.66,28643.18,31.84,33.25,10.55,11.59
1389,2378,章源钨业,0.24,0.53,13129.01,8930.01,4712.07,3141.88,41.41,18.41,2.44,1.61
1390,2379,宏创控股,0.87,0.47,4546.53,3034.09,1415.06,3943.14,42.31,16.5,1.18,3.21
1391,2380,科远股份,3.31,2.03,3300.72,4059.11,8248.51,10922.33,32.47,31.34,4.84,5.44
1392,2381,双箭股份,2.87,1.44,3925.41,3740.35,5390.45,11251.55,23.47,18.13,3.36,6.79
1393,2382,蓝帆医疗,6.51,2.95,3086.52,6135.8,18106.94,20086.43,35.96,48.04,14.66,14.87
1394,2383,合众思壮,2.37,1.19,10203.99,8108.37,9644.97,24192.67,60.29,30.9,4.29,6.7
1395,2385,大北农,11.65,6.13,10859.29,14395.26,88268.19,126521.19,26.41,27.08,9.88,13.16
1396,2386,天原集团,0.37,0.29,27639.19,18848.71,5513.83,10265.38,20.68,8.71,1.37,2.5
1397,2388,新亚制程,1.95,0.43,3323.06,2509.76,1089.05,6496.21,32.43,20.0,1.87,7.18
1398,2389,南洋科技,7.15,2.2,2612.49,2952.54,6501.45,18670.4,28.33,24.79,4.71,12.56
1399,2390,信邦制药,10.63,7.27,3003.88,3384.02,24601.28,31938.35,19.03,17.85,4.25,4.93
1400,2391,长青股份,4.97,1.71,4581.8,9517.2,16264.59,22789.82,37.06,52.26,5.61,7.63
