,code,name,17ReportX,16ReportX,2007net,2008net,16net,17net,2007roe,2008roe,16roe,17roe
1401,2392,北京利尔,2.26,2.25,7187.79,6557.87,14750.69,16222.05,35.9,24.67,5.04,5.25
1402,2393,力生制药,0.88,0.88,13244.76,13200.75,11560.63,11681.72,28.96,33.7,3.87,3.83
1403,2394,联发股份,3.15,4.32,11445.62,9117.55,39402.02,36028.65,48.93,29.12,14.19,12.17
1404,2395,双象股份,0.4,1.07,3236.9,3328.05,3555.09,1308.95,30.51,23.96,4.31,1.39
1405,2396,星网锐捷,7.79,4.62,6059.47,6916.51,31945.8,47230.28,27.28,24.1,11.62,15.44
1406,2398,建研集团,2.88,2.99,6633.71,5588.19,16728.32,19109.13,44.85,29.66,8.12,8.66
1407,2399,海普瑞,1.93,2.46,6816.1,16139.3,39689.17,13133.03,57.77,71.06,4.84,1.69
1408,2400,省广集团,-4.7,13.27,3917.5,4607.92,61124.64,-18410.58,69.65,46.89,17.93,-3.65
1409,2401,中远海科,3.63,2.64,2094.82,2269.2,5997.73,7595.1,25.66,20.92,6.68,7.95
1410,2402,和而泰,6.6,4.18,2698.06,2860.44,11966.04,17810.37,35.0,27.27,11.62,15.41
1411,2403,爱仕达,2.81,1.83,6137.76,7525.39,13736.66,17273.89,29.31,28.32,7.18,8.01
1412,2404,嘉欣丝绸,1.78,1.79,6288.61,5548.86,9957.6,11177.69,23.9,17.98,7.83,8.61
1413,2406,远东传动,2.54,1.25,7372.69,9361.81,11694.1,18721.18,54.15,33.06,5.28,8.16
1414,2407,多氟多,3.95,6.59,6492.68,7244.44,47776.48,25651.2,47.36,26.7,20.84,9.56
1415,2408,齐翔腾达,6.07,3.5,14002.75,14363.31,50243.55,84961.2,50.47,42.34,8.67,13.61
1416,2409,雅克科技,1.14,1.43,3036.33,4755.7,6784.09,3452.8,32.95,32.01,4.92,2.25
1417,2410,广联达,8.2,6.66,5755.77,6355.51,42309.6,47224.42,58.74,45.68,14.85,15.77
1418,2411,必康股份,26.92,24.36,3316.43,3914.88,95362.91,89262.58,54.93,43.16,12.91,10.19
1419,2413,雷科防务,2.35,2.83,5210.02,3715.73,10531.28,12256.26,28.19,13.88,3.89,3.47
1420,2414,高德红外,0.56,0.6,10463.48,11745.19,7085.75,5844.48,58.36,40.45,2.56,1.79
1421,2415,海康威视,25.82,13.53,36451.67,54884.58,742368.4,941085.51,80.76,76.27,34.58,34.96
1422,2416,爱施德,3.04,0.47,12461.3,39980.57,18775.19,37896.76,60.48,92.12,3.88,7.04
1423,2417,深南股份,0.24,-3.36,3239.13,3133.66,-10543.58,767.18,37.39,19.77,-26.75,2.22
1424,2418,康盛股份,4.84,4.5,4301.49,4240.87,19081.48,20806.98,25.04,18.69,9.57,9.61
1425,2419,天虹股份,2.35,1.67,30614.02,31360.53,52411.06,71819.26,66.61,50.37,9.5,12.47
1426,2420,毅昌股份,-7.18,0.27,6667.11,7108.67,1920.52,-47852.76,15.74,14.91,1.16,-36.3
1427,2421,达实智能,14.02,14.08,2223.56,1957.26,27549.54,31182.58,25.24,18.0,10.31,10.58
1428,2423,中原特钢,-2.93,0.04,8805.42,12881.64,519.79,-25792.04,13.94,16.15,0.28,-15.17
1429,2424,贵州百灵,7.32,6.01,7190.5,8029.56,48232.71,52613.74,49.3,36.07,17.6,16.79
1430,2425,凯撒文化,5.82,3.45,4370.95,4406.43,15205.59,25457.15,22.08,23.87,5.3,7.2
1431,2426,胜利精密,3.24,2.74,14264.28,15690.24,42942.11,46225.78,74.61,39.7,7.87,5.39
1432,2428,云南锗业,0.12,-1.27,6967.6,8141.19,-10321.34,846.44,57.45,50.69,-6.73,0.57
1433,2429,兆驰股份,4.09,3.81,14741.34,9825.7,37439.09,60292.75,62.6,22.88,7.26,7.56
1434,2430,杭氧股份,2.67,-1.32,13533.03,21443.97,-28261.87,36070.4,22.04,30.02,-8.02,9.13
1435,2431,棕榈股份,8.63,2.17,3526.81,5573.07,12082.61,30427.36,41.22,37.55,2.87,6.23
1436,2433,太安堂,9.46,6.36,3070.52,3828.54,24332.76,29039.86,35.08,25.83,5.38,6.09
1437,2434,万里扬,10.9,3.47,5900.24,8989.96,31225.56,64309.52,27.74,33.85,11.81,11.04
1438,2435,长江润发,8.74,4.29,3830.96,3736.02,16014.8,33469.36,30.41,20.61,5.93,6.48
1439,2436,兴森科技,2.64,3.02,6230.51,6384.76,19260.68,16474.87,37.26,29.21,8.5,6.85
1440,2438,江苏神通,1.99,1.53,3132.14,3364.78,5158.89,6239.96,35.0,27.82,4.32,3.85
1441,2439,启明星辰,11.58,5.6,3903.92,4734.59,26517.19,45189.2,31.29,21.85,12.69,15.58
1442,2441,众业达,2.39,1.32,8407.01,10870.42,14338.36,20062.3,46.07,35.06,4.58,5.73
1443,2442,龙星化工,0.48,1.01,10386.42,3065.78,3081.87,4995.9,33.1,9.56,2.88,4.51
1444,2443,金洲管道,3.18,0.73,5122.11,8559.28,6282.04,16265.16,17.45,25.98,3.17,7.9
1445,2448,中原内配,4.35,5.37,6420.88,3995.56,21454.75,27922.97,35.845,16.673,10.22,11.58
1446,2449,国星光电,5.74,1.8,6258.8,10657.14,19232.02,35913.39,29.04,36.99,6.85,11.9
1447,2450,康得新,144.58,67.93,1711.46,2889.52,196290.8,247438.18,12.44,17.77,17.32,14.77
1448,2451,摩恩电气,1.31,0.18,4528.3,4842.3,870.24,5922.62,35.29,28.25,1.3,8.92
1449,2452,长高集团,1.22,1.7,4977.64,7110.83,12055.62,6089.75,40.54,34.34,9.58,4.58
1450,2453,天马精化,0.64,-9.17,2445.1,3350.69,-30724.63,1566.59,18.1,22.27,-29.4,1.52
1451,2454,松芝股份,2.79,2.02,13102.39,11605.33,23413.83,36610.39,44.55,40.48,8.91,12.87
1452,2456,欧菲科技,33.04,19.28,3055.89,3728.0,71882.59,100972.03,24.57,21.19,10.87,11.79
1453,2457,青龙管业,0.32,0.29,6074.21,7424.47,2120.73,1926.76,31.36,25.87,1.19,1.07
1454,2459,天业通联,1.06,0.34,2096.64,5874.72,2011.21,2216.8,49.37,36.73,1.64,1.78
1455,2460,赣锋锂业,49.76,11.93,2952.6,3893.16,46436.51,146907.81,31.13,28.29,21.76,46.37
1456,2461,珠江啤酒,0.88,1.9,21173.34,5999.29,11389.34,18536.39,11.45,2.22,3.3,2.59
1457,2463,沪电股份,1.55,0.54,13148.88,24227.7,13050.51,20351.77,12.93,21.3,3.96,5.97
1458,2465,海格通信,1.21,2.43,24310.32,21777.03,53015.07,29328.42,43.47,32.65,8.08,3.89
1459,2466,天齐锂业,33.13,34.42,6475.03,4392.96,151205.09,214503.88,42.66,20.62,39.41,35.71
1460,2467,二六三,0.45,-5.39,6870.64,7016.55,-37826.62,3098.69,42.61,30.4,-18.96,1.72
1461,2469,三维工程,2.27,0.39,2522.32,3009.6,1176.7,5726.27,25.32,22.61,0.99,4.87
1462,2470,金正大,3.63,4.31,19712.82,23582.36,101694.68,71549.94,41.98,33.13,12.03,7.81
1463,2471,中超控股,3.86,2.47,2169.78,4533.66,11194.66,8371.84,17.49,26.79,6.35,4.52
1464,2472,双环传动,3.51,3.55,6910.78,5227.86,18574.91,24260.11,53.88,23.0,6.34,7.84
1465,2473,*ST圣莱,-2.78,-1.51,2045.31,2296.3,-3473.86,-5689.83,56.78,41.03,-9.23,-18.28
1466,2474,榕基软件,0.93,0.64,3532.2,3910.38,2484.53,3276.32,43.96,33.74,1.8,2.31
1467,2475,立讯精密,52.62,19.65,3212.51,5886.92,115653.35,169056.81,25.33,27.56,16.09,14.09
1468,2476,宝莫股份,0.32,0.43,2578.75,3468.2,1482.97,827.04,25.52,23.29,1.48,0.84
1469,2478,常宝股份,0.97,0.42,14754.17,26218.39,10969.62,14367.55,30.13,44.01,3.69,4.97
1470,2479,富春环保,6.76,3.61,5093.65,6782.89,24492.8,34444.18,24.15,26.81,8.83,12.29
1471,2480,新筑股份,0.19,0.22,6400.55,8511.82,1870.23,1245.64,63.29,28.87,0.81,0.54
1472,2481,双塔食品,1.81,1.97,2038.13,2883.04,5692.54,3689.92,32.92,33.51,2.19,1.42
1473,2482,广田集团,12.59,7.35,5135.24,5480.22,40272.19,64670.77,40.22,31.5,6.8,10.1
1474,2483,润邦股份,1.13,1.0,7518.25,8414.74,8383.6,8507.4,47.32,43.45,3.52,3.45
1475,2484,江海股份,5.02,3.02,3787.14,4942.14,14904.66,19002.86,13.67,15.53,7.01,6.26
1476,2486,嘉麟杰,1.05,0.32,2674.32,3690.19,1185.84,2809.47,13.96,15.12,1.29,2.98
1477,2487,大金重工,2.61,1.18,1589.26,6040.21,7138.45,4149.95,26.51,61.7,4.27,2.41
1478,2488,金固股份,1.75,-5.73,3077.38,2411.33,-13816.43,5398.31,31.86,20.63,-9.21,1.81
1479,2489,浙江永强,0.72,0.41,10828.36,14828.06,6094.84,7824.66,32.92,36.52,1.87,2.42
1480,2490,山东墨龙,0.19,-2.0,20032.95,30581.07,-61247.64,3803.85,31.27,33.34,-28.8,2.07
1481,2492,恒基达鑫,1.59,1.12,4096.29,3974.77,4437.08,6496.12,31.76,23.47,3.93,5.47
1482,2493,荣盛石化,7.38,21.07,27127.33,9115.6,192060.58,200123.85,35.68,11.08,16.36,14.09
1483,2494,华斯股份,-17.24,0.7,437.67,2140.44,1506.52,-7544.65,5.42,22.86,1.0,-3.86
1484,2497,雅化集团,6.6,2.39,3610.28,5606.68,13381.4,23833.44,24.58,28.68,5.95,9.59
1485,2498,汉缆股份,2.06,1.81,12158.11,23082.2,41677.43,25013.78,26.48,37.82,9.74,5.56
1486,2500,山西证券,0.49,1.69,83467.5,27677.28,46768.56,40890.13,46.94,12.04,3.78,3.31
1487,2503,搜于特,50.77,11.95,1207.03,3026.58,36170.6,61282.88,40.85,47.88,12.54,11.34
1488,2504,*ST弘高,-5.06,11.85,2931.6,1978.23,23438.88,-14842.8,16.88,9.51,23.59,-14.68
1489,2507,涪陵榨菜,14.57,7.62,2841.9,3377.76,25722.89,41414.22,21.56,17.18,17.56,23.76
1490,2508,老板电器,24.26,22.28,6024.34,5416.2,120683.39,146121.35,28.71,20.24,33.38,31.66
1491,2509,天广中茂,43.24,19.4,1405.92,2170.94,42107.09,60789.94,20.52,24.18,9.81,12.74
1492,2510,天汽模,1.4,2.42,6673.69,6208.21,15004.1,9326.21,50.21,24.39,7.98,4.49
1493,2511,中顺洁柔,8.58,5.12,4070.4,5083.64,26041.66,34906.56,19.41,17.73,10.21,12.28
1494,2512,达华智能,8.54,4.16,2004.53,3826.14,15911.14,17122.53,42.69,46.3,5.85,5.99
1495,2515,金字火腿,3.61,0.78,2993.9,2556.7,1989.63,10796.81,55.87,31.43,1.48,7.46
1496,2516,旷达科技,4.77,7.83,8073.2,3846.35,30128.66,38474.9,29.12,12.22,12.07,10.1
1497,2517,恺英网络,96.13,26.96,1675.06,2529.13,68174.26,161021.74,20.01,23.5,46.98,39.08
1498,2518,科士达,11.26,7.06,3299.09,4191.39,29585.85,37143.94,34.8,33.99,16.07,17.72
1499,2519,银河电子,0.94,4.99,19884.48,6208.49,30997.94,18728.66,79.44,20.29,12.75,5.0
1500,2520,日发精机,1.38,1.12,4139.61,3669.23,4112.47,5716.94,42.09,27.0,2.46,3.33
1501,2521,齐峰新材,4.51,2.19,3562.16,6493.59,14193.28,16051.14,29.01,31.92,4.21,4.74
1502,2522,浙江众成,4.38,3.57,1551.03,2896.39,10339.52,6800.33,20.24,29.3,7.41,3.95
1503,2523,天桥起重,2.83,2.27,4126.63,4705.63,10698.65,11684.61,32.79,28.06,5.95,6.18
1504,2524,光正集团,0.46,0.22,1187.25,2236.7,484.19,541.64,36.31,25.21,0.62,0.73
1505,2526,山东矿机,0.94,0.19,7621.84,5637.05,1068.74,7133.52,28.76,16.65,0.63,4.11
1506,2527,新时达,1.89,2.88,7274.17,5940.27,17114.37,13766.95,40.42,23.21,6.74,4.97
1507,2529,海源机械,0.09,-0.65,8174.83,5909.12,-3817.72,700.85,55.29,25.92,-2.87,0.45
1508,2530,金财互联,7.7,2.24,2994.97,2082.23,4655.68,23047.42,46.35,17.99,4.84,6.04
1509,2531,天顺风能,9.9,5.28,4744.08,7696.44,40647.72,46951.18,47.83,38.85,14.67,9.95
1510,2532,新界泵业,4.77,4.25,2720.64,2747.53,11664.82,12970.97,40.01,33.81,9.36,9.56
1511,2533,金杯电工,2.11,1.96,5877.03,8636.37,16897.05,12421.0,37.45,28.26,7.97,5.52
1512,2534,杭锅股份,2.06,1.95,20300.76,9846.78,19153.01,41733.28,41.76,15.24,7.59,14.95
1513,2535,林州重机,1.42,-0.08,2473.93,4812.47,-396.01,3506.81,20.31,21.83,-0.12,1.14
1514,2536,西泵股份,5.58,4.39,4332.0,2457.72,10785.72,24155.21,36.01,13.27,6.01,12.42
1515,2537,海联金汇,17.38,5.26,2381.62,4430.62,23292.26,41394.58,27.65,37.76,7.74,6.11
1516,2538,司尔特,4.51,3.1,4725.09,7866.83,24395.68,21296.19,35.73,41.05,7.91,6.47
1517,2539,云图控股,1.2,0.96,8711.44,14918.13,14272.14,10439.17,36.13,36.66,4.76,3.44
1518,2540,亚太科技,6.15,3.61,4937.57,8230.23,29677.22,30363.47,30.92,30.03,10.49,9.52
1519,2541,鸿路钢构,5.65,3.12,3705.95,4670.07,14576.18,20951.33,28.12,27.57,4.89,5.33
1520,2543,万和电气,16.67,8.61,2479.61,5009.85,43116.77,41340.05,24.69,32.93,14.2,13.02
1521,2545,东方铁塔,4.52,2.22,5558.63,6153.22,13649.5,25126.15,35.49,28.97,4.08,3.61
1522,2547,春兴精工,-19.97,4.19,1798.7,3899.02,16345.32,-35914.06,34.09,44.35,8.42,-12.85
1523,2548,金新农,3.07,3.14,2204.49,5056.0,15882.27,6765.78,31.12,56.94,9.96,4.11
1524,2549,凯美特气,1.94,1.0,2681.28,2112.41,2109.15,5188.75,53.11,23.41,2.43,5.95
1525,2550,千红制药,4.01,2.48,4562.54,9043.83,22446.15,18300.49,23.56,35.23,9.63,7.62
1526,2551,尚荣医疗,7.96,4.73,2201.19,2411.88,11415.36,17516.02,30.35,17.49,7.2,9.58
1527,2555,三七互娱,63.09,48.85,2568.86,2190.5,107016.23,162058.24,-,26.21,26.56,28.12
1528,2556,辉隆股份,2.68,1.77,5093.33,5800.54,10260.22,13661.97,49.48,45.14,4.71,6.06
1529,2557,洽洽食品,3.33,3.4,9595.75,10409.61,35370.96,31922.21,28.18,37.31,12.26,10.74
1530,2559,亚威股份,2.4,3.25,3949.84,3594.01,11678.96,9470.82,59.47,29.43,7.98,6.02
1531,2560,通达股份,0.36,1.8,3350.05,4639.26,8368.73,1202.68,32.55,32.46,5.71,0.8
1532,2561,徐家汇,1.12,1.38,21248.64,17554.95,24146.85,23719.4,-,27.82,12.07,11.34
1533,2565,顺灏股份,1.68,1.26,6135.26,7829.51,9840.76,10319.07,89.62,37.25,5.2,4.72
1534,2566,益盛药业,1.66,0.32,3610.95,4136.67,1319.44,6006.96,-,18.69,0.76,3.39
1535,2567,唐人神,8.35,3.83,3718.32,5244.84,20102.04,31030.55,12.7,13.44,7.83,10.33
1536,2569,步森股份,-1.26,0.24,2684.93,2765.52,659.96,-3380.7,-,22.44,1.26,-6.65
1537,2571,德力股份,2.22,-2.14,2282.28,2859.31,-6130.99,5057.88,34.79,27.32,-4.1,3.37
1538,2576,通达动力,0.12,0.12,3339.68,4012.99,484.47,392.07,55.21,30.63,0.57,0.46
1539,2593,日上集团,2.51,2.24,2706.6,3070.26,6884.33,6784.81,18.3,16.98,3.89,3.71
1540,2595,豪迈科技,7.64,5.24,8840.91,13692.67,71766.57,67582.79,-,47.64,22.2,18.44
1541,2606,大连电瓷,1.09,3.23,5459.77,2915.84,9416.75,5931.23,259.66,46.36,11.77,6.87
1542,2613,北玻股份,-0.58,0.44,10272.1,5513.61,2409.89,-5926.1,-,16.1,1.61,-4.02
1543,2615,哈尔斯,7.62,6.78,1440.99,1758.47,11914.52,10980.11,-,24.35,17.21,14.05
1544,2630,华西能源,1.89,2.17,10180.66,9431.1,20507.13,19270.42,-,23.47,6.84,6.06
1545,2643,万润股份,4.46,3.4,8641.95,9362.43,31865.27,38527.84,-,47.5,10.56,9.72
1546,2644,佛慈制药,3.18,2.82,2331.26,2160.92,6092.62,7409.28,-,10.17,4.83,5.58
1547,2663,普邦股份,12.45,2.16,1220.41,4872.66,10517.91,15188.47,-,57.88,2.44,3.36
1548,2673,西部证券,0.6,2.81,125948.99,39992.19,112462.11,75227.09,-,18.91,9.2,4.77
1549,2702,海欣食品,-2.86,0.46,953.05,2822.71,1307.16,-2728.19,30.57,35.81,1.72,-3.55
1550,2706,良信电器,27.74,4.52,757.75,3588.27,16219.62,21020.01,43.26,92.18,10.0,13.16
1551,2736,国信证券,0.64,2.3,709474.44,198523.16,455615.23,457477.76,-,-,9.35,9.53
1552,2738,中矿资源,2.51,1.99,2181.65,2684.15,5340.67,5479.16,31.9,27.86,9.25,8.21
1553,2743,富煌钢构,2.53,1.96,2772.37,2568.78,5037.91,7023.18,18.78,13.9,4.39,3.57
1554,2769,普路通,3.55,10.87,1925.08,1756.11,19090.84,6824.7,99.27,32.4,17.37,5.56
1555,2797,第一创业,0.64,3.3,66399.06,17022.39,56178.13,42285.11,-,-,7.39,4.85
1556,2807,江阴银行,1.67,1.3,48314.22,59859.05,77792.6,80845.0,-,-,9.92,9.1
1557,2808,苏州恒久,1.74,1.66,1753.89,2468.55,4104.72,3044.66,55.58,46.87,10.93,5.72
1558,2839,张家港行,1.63,1.38,46790.71,50125.69,68947.08,76310.23,-,-,9.68,9.43
1559,2889,东方嘉盛,2.53,1.22,4672.73,7403.34,9056.9,11834.35,65.08,53.43,12.49,11.85
1560,2926,华西证券,1.02,3.6,100043.68,46286.09,166650.0,101912.48,-,-,14.93,8.26
1561,200413,东旭B,168.65,314.95,1033.9,413.94,130368.59,174366.68,4.31,1.67,7.55,7.09
1562,200418,小天鹅B,4.52,29.35,33339.32,4003.83,117505.49,150641.25,23.5,2.5,21.14,23.12
1563,200429,粤高速B,3.2,2.47,47127.59,40491.11,100120.59,150992.24,15.59,11.9,14.18,17.69
1564,200468,*ST宁通B,3.02,-1.0,393.69,644.77,-643.46,1188.52,1.23,1.99,-1.87,3.43
1565,200488,晨鸣B,3.9,1.86,96763.62,107529.17,199857.88,376932.55,12.64,10.24,9.23,15.8
1566,200505,京粮B,-4.15,-2.58,-3120.0,-7660.38,19731.92,12960.32,-14.77,-48.67,6.96,5.01
1567,200512,闽灿坤B,0.39,1.13,6711.98,4253.62,4822.95,2607.71,25.55,13.15,7.95,4.29
1568,200521,皖美菱B,1.83,8.04,1770.8,2737.69,22021.67,3247.32,1.88,2.67,5.77,0.64
1569,200530,大冷B,1.56,1.43,12882.76,12735.96,18223.42,20075.98,8.43,7.83,5.98,5.97
1570,200541,粤照明B,1.75,4.78,42379.74,22416.06,107234.21,74030.87,16.86,7.62,21.4,15.14
1571,200550,江铃B,0.91,1.68,75915.81,78431.51,131801.61,69093.82,23.15,20.7,10.74,5.51
1572,200553,沙隆达B,38.3,2.31,4036.07,15989.23,36907.6,154587.9,3.29,17.07,2.97,9.05
1573,200570,苏常柴B,0.28,-0.74,16811.64,-8399.3,6253.99,4643.13,11.92,-6.49,3.0,2.0
1574,200581,苏威孚B,11.14,8.65,23082.94,19341.83,167222.43,257133.95,10.02,7.88,13.53,18.52
1575,200613,大东海B,0.02,-6.16,15461.62,43.19,-266.11,285.9,3383.13,0.48,-3.52,3.78
1576,200625,长安B,10.7,421.86,66689.4,2438.1,1028528.41,713723.47,9.2,0.32,26.81,15.65
1577,200725,京东方B,10.95,-2.33,69094.58,-80752.55,188257.17,756768.25,16.33,-15.94,2.4,9.25
1578,200726,鲁泰B,1.83,1.58,45972.51,51294.47,80876.0,84115.09,21.71,20.8,11.7,11.87
1579,200761,本钢板B,1.01,4.73,159200.09,16508.99,78129.65,160011.02,10.38,1.01,6.34,11.84
1580,200771,杭汽轮B,0.18,0.06,38007.32,57364.9,3195.54,6875.33,30.66,34.22,0.6,1.12
1581,200869,张裕B,1.62,1.1,63562.78,89462.08,98246.05,103169.51,30.98,38.26,12.55,12.14
1582,200986,粤华包B,0.17,1.44,11072.06,4258.88,6132.41,1863.79,9.05,3.41,3.13,0.94
1583,200992,中鲁B,1.66,2.33,5501.51,2255.56,5258.51,9151.75,26.03,6.89,8.88,13.79
1584,300001,特锐德,15.11,4.11,1842.44,6119.22,25152.76,27831.76,49.89,81.79,9.72,9.8
1585,300003,乐普医疗,6.0,3.37,14972.55,20136.81,67925.57,89908.53,59.27,45.44,14.7,15.17
1586,300004,南风股份,1.61,3.03,1872.8,3054.68,9270.92,3010.07,28.3,30.38,3.02,0.97
1587,300005,探路者,-7.74,6.5,1095.95,2546.55,16560.51,-8485.39,43.39,34.14,7.51,-3.19
1588,300006,莱美药业,2.27,0.21,2449.35,3288.67,698.11,5556.15,26.9,26.85,0.41,3.36
1589,300007,汉威科技,5.58,3.06,1975.57,2964.84,9062.95,11032.09,45.9,44.46,7.24,8.2
1590,300008,天海防务,5.77,4.29,2845.51,3783.15,16233.31,16413.91,86.83,60.64,6.98,5.18
1591,300009,安科生物,12.23,5.71,2271.36,3455.29,19730.28,27774.26,19.74,25.33,15.51,19.02
1592,300010,立思辰,7.65,7.63,2651.02,3675.83,28031.2,20278.22,55.5,38.35,7.12,3.74
1593,300011,鼎汉技术,3.56,4.85,2069.33,2293.22,11122.42,7373.11,29.81,23.77,5.26,3.19
1594,300014,亿纬锂能,16.25,8.12,2482.71,3102.24,25181.52,40336.48,41.86,28.46,13.88,18.83
1595,300015,爱尔眼科,19.05,9.08,3897.95,6136.66,55699.08,74251.45,28.84,29.8,21.15,21.74
1596,300016,北陆药业,4.97,0.63,2391.48,2605.36,1637.95,11881.67,33.82,23.18,1.85,12.3
1597,300017,网宿科技,32.59,33.72,2548.12,3707.85,125039.66,83040.29,51.32,35.4,21.52,10.91
1598,300018,中元股份,2.16,2.29,4644.83,4656.37,10678.02,10009.81,96.41,72.52,7.75,6.87
1599,300019,硅宝科技,3.09,3.55,1680.84,2553.64,9064.42,5200.52,33.65,39.26,13.54,7.1
1600,300020,银江股份,6.84,4.87,2027.46,3149.76,15337.73,13865.42,55.0,27.32,5.43,4.59
1601,300021,大禹节水,6.6,3.08,1445.19,1960.71,6048.72,9543.71,21.66,17.68,6.13,5.6
1602,300024,机器人,11.01,9.63,3927.72,4266.66,41077.36,43237.79,23.48,18.06,7.64,7.48
1603,300025,华星创业,-9.65,4.3,1382.92,1743.93,7498.3,-13344.88,58.78,38.44,8.69,-16.35
1604,300026,红日药业,11.31,10.23,3985.2,6438.58,65853.22,45072.97,96.73,68.99,11.84,7.38
1605,300027,华谊兄弟,14.22,11.87,5824.46,6806.45,80813.4,82828.39,67.34,31.42,8.45,8.79
1606,300028,金亚科技,-6.63,-0.53,2818.75,4010.36,-2109.83,-18693.95,24.27,25.58,-6.14,-70.01
1607,300029,天龙光电,1.31,-0.98,5109.07,5887.8,-5781.7,6702.19,139.31,42.16,-27.04,30.26
1608,300030,阳普医疗,0.85,1.49,1319.0,2046.2,3047.74,1115.85,50.87,29.87,3.27,1.17
1609,300031,宝通科技,7.93,4.64,2786.53,3033.84,14072.57,22100.59,49.11,26.9,7.04,8.49
1610,300032,金龙机电,-26.96,5.11,1552.36,2668.23,13634.58,-41856.29,21.43,19.18,4.25,-9.58
1611,300033,同花顺,15.6,31.6,4651.51,3834.55,121157.67,72565.38,100.45,44.9,49.61,24.68
1612,300034,钢研高纳,2.0,3.07,2903.12,3128.43,9596.79,5819.21,20.61,18.88,7.68,4.38
1613,300035,中科电气,2.2,0.56,2160.42,4074.65,2271.72,4748.18,94.8,42.16,2.78,4.37
1614,300036,超图软件,9.88,6.31,1986.4,2021.1,12745.02,19626.6,34.13,21.02,11.04,11.49
1615,300037,新宙邦,10.03,8.09,2792.83,3161.88,25591.97,28005.38,37.89,25.08,12.38,12.45
1616,300038,梅泰诺,39.42,2.73,1235.97,3955.16,10810.48,48726.84,71.46,74.07,5.28,7.4
1617,300039,上海凯宝,6.08,4.9,4481.09,5765.46,28260.68,27230.47,81.48,57.47,13.48,11.79
1618,300040,九洲电气,3.29,3.62,3042.89,3607.84,13051.44,10010.56,18.94,16.76,7.62,5.49
1619,300041,回天新材,3.7,2.75,2983.11,3534.77,9703.92,11036.91,21.72,21.47,6.3,6.43
1620,300042,朗科科技,1.45,1.12,3885.48,3958.54,4443.88,5618.94,26.04,26.85,5.17,6.28
1621,300044,赛为智能,18.11,4.51,1004.71,2234.01,10081.95,18192.03,16.22,28.59,12.79,13.94
1622,300045,华力创通,3.44,1.88,2361.43,2709.09,5102.64,8131.71,61.59,42.5,5.55,6.68
1623,300046,台基股份,1.97,1.04,2706.62,3706.04,3854.35,5338.78,27.28,29.36,4.89,6.55
1624,300047,天源迪科,3.85,2.74,4052.08,4195.6,11490.37,15593.29,40.72,27.68,7.17,7.01
1625,300048,合康新能,4.04,4.67,1674.04,3832.98,17895.08,6760.33,55.88,60.77,7.47,2.74
1626,300050,世纪鼎利,4.24,3.08,2643.04,3898.59,11993.82,11209.41,40.5,40.7,5.71,4.65
1627,300051,三五互联,2.57,2.01,2615.04,2831.25,5691.1,6732.6,88.51,44.23,6.38,7.09
1628,300052,中青宝,6.03,-0.99,833.52,3668.14,-3636.9,5029.67,50.84,33.9,-3.47,4.4
1629,300053,欧比特,5.29,3.34,2283.05,2531.7,8458.95,12087.4,34.554,23.816,6.31,5.85
1630,300054,鼎龙股份,12.81,8.1,2624.88,2965.77,24010.18,33634.11,54.67,30.91,12.85,10.02
1631,300055,万邦达,85.12,6.83,358.75,3837.94,26224.83,30537.36,30.206,97.098,5.72,5.41
1632,300056,三维丝,4.18,-8.93,1008.03,1265.93,-11299.25,4210.86,82.03,42.44,-9.84,3.1
1633,300057,万顺股份,1.61,1.27,4942.64,5944.46,7569.34,7961.97,31.92,23.74,3.3,3.38
1634,300058,蓝色光标,6.62,14.75,3356.44,4335.47,63967.55,22227.85,56.35,32.08,13.09,3.35
1635,300059,东方财富,18.26,12.84,3487.21,5557.51,71376.88,63690.16,33.4,33.45,6.6,4.86
1636,300061,康旗股份,23.48,7.41,1271.43,1465.4,10852.47,29857.89,25.5,20.41,15.24,8.86
1637,300064,豫金刚石,9.37,3.33,2465.09,4128.74,13756.26,23094.6,31.67,25.72,4.96,3.43
1638,300065,海兰信,6.33,4.26,1632.45,1925.84,8198.35,10340.55,45.49,32.74,6.72,8.33
1639,300066,三川智慧,2.48,3.86,3195.5,3458.1,13357.63,7909.36,53.66,27.74,9.47,5.32
1640,300067,安诺其,2.53,2.16,3352.09,3790.27,8185.8,8491.91,69.22,38.48,8.27,7.69
1641,300068,南都电源,8.08,2.83,4713.54,11637.25,32934.34,38088.66,31.72,36.39,7.43,6.38
1642,300069,金利华电,1.25,1.47,1434.33,1619.51,2388.59,1792.44,36.1,26.33,4.8,3.47
1643,300070,碧水源,35.54,24.67,7060.86,7482.31,184576.0,250938.39,56.09,38.75,12.8,14.99
1644,300072,三聚环保,277.81,59.67,913.98,2710.21,161705.3,253915.23,18.7,23.44,29.73,33.7
1645,300073,当升科技,16.42,2.9,1524.02,3418.15,9928.78,25017.43,42.2,37.01,7.69,17.22
1646,300074,华平股份,1.43,2.56,2403.13,2757.7,7072.15,3432.03,72.87,46.91,6.48,2.95
1647,300075,数字政通,8.7,4.36,1949.84,3013.23,13136.49,16959.49,68.71,54.13,9.52,10.27
1648,300077,国民技术,-38.18,4.2,1278.31,2412.06,10120.73,-48803.59,29.41,35.58,3.52,-17.78
1649,300078,思创医惠,4.15,4.52,3136.34,4161.98,18797.89,13026.23,49.69,45.19,13.74,6.38
