,code,17PriceX,16PriceX
1064,002110,1.17,2.27
1065,002111,0.93,3.3
1066,002114,0.79,3.19
1067,002115,1.73,2.99
1068,002116,1.68,10.21
1069,002117,3.95,25.4
1070,002118,2.8,3.72
1071,002119,1.59,5.18
1072,002120,4.01,10.03
1073,002121,1.72,3.68
1074,002123,0.8,1.6
1075,002124,2.04,5.39
1076,002125,1.72,6.77
1077,002126,3.15,6.54
1078,002127,4.04,9.97
1079,002128,0.54,2.21
1080,002131,3.38,16.0
1081,002133,0.5,3.48
1082,002134,0.68,3.32
1083,002135,1.24,3.57
1084,002136,1.54,5.26
1085,002137,0.7,5.53
1086,002138,3.82,14.38
1087,002139,4.57,6.36
1088,002140,0.82,2.95
1089,002141,3.18,11.66
1090,002142,1.54,5.11
1091,002143,1.53,8.03
1092,002144,0.58,5.04
1093,002146,3.12,29.44
1094,002147,0.97,2.03
1095,002148,1.96,4.72
1096,002149,0.8,3.55
1097,002153,3.49,4.45
1098,002154,1.16,3.15
1099,002155,0.49,2.88
1100,002157,2.78,7.05
1101,002158,2.05,5.51
1102,002161,2.3,3.45
1103,002164,1.04,2.54
1104,002166,2.26,7.65
1105,002167,2.12,6.65
1106,002169,1.39,5.28
1107,002170,1.61,4.77
1108,002171,1.21,5.37
1109,002172,0.32,4.26
1110,002173,1.31,4.34
1111,002174,3.81,13.89
1112,002175,1.5,10.07
1113,002176,4.36,12.16
1114,002177,0.65,3.63
1115,002178,4.12,8.34
1116,002179,5.26,8.35
1117,002180,3.68,9.36
1118,002181,0.4,2.41
1119,002182,1.1,3.39
1120,002183,1.33,4.43
1121,002184,1.14,4.12
1122,002185,3.91,10.13
1123,002186,0.63,2.36
1124,002187,0.49,1.88
1125,002190,2.84,11.31
1126,002191,1.65,3.27
1127,002192,4.5,5.66
1128,002193,1.41,5.16
1129,002194,0.62,1.13
1130,002195,3.28,8.79
1131,002196,1.04,5.07
1132,002197,1.62,4.34
1133,002198,2.74,7.17
1134,002199,1.55,4.01
1135,002200,0.5,1.29
1136,002201,1.31,6.58
1137,002202,0.93,1.88
